18546.43226984769,18929.112914450627,19056.42127482324,21192.076135417374,19167.518244767267,19016.480817080206,18817.471080417934,18459.769241913273,19019.250208364632,18833.13435438509,18618.61110336993,18712.04855228222,18669.722784276142,18837.31699604097,19259.682563446848,18925.807834206124,19344.69766182015,18915.952904120204,18832.863056271934,19478.02523264152,18705.899868839584,19187.967097528428,18757.713400642533,18590.837072129692,18680.57122253868,18807.50139579537,20882.122254610727,23678.62337951224,19010.850080005566,18957.645217861187,19304.363682443494,18700.229997521612,19584.911743084576,23600.410352606195,27592.119785339288,24329.42454996804,19193.0054236972,18731.773468138057,18770.51463527036,18949.403206137664,19119.676670515062,18642.945991004646,19435.736183567333,18852.08259591307,19428.13142852757,18393.53591352778,19086.38973567434,19263.89182183424,19108.30207325241,18982.34545044156,18970.886295214128,19021.958993570974,18866.84048572058,18817.562584605283,18849.23665758671,18976.956424071563,18809.070757028418,18751.993168944537,19211.817433523247,18860.818020511397,18772.344695832147,18747.630007987627,18496.877005433114,19322.188333933685
18917.43674580686,18897.732499397523,18959.941806404513,19082.757880490943,18958.77726892912,18782.031557627204,19000.149789084862,19197.66813642353,19131.23552587681,18718.97366303699,18917.616941012613,18975.066205965242,19124.277180116587,18844.189564125852,18878.787471191758,18814.57274745248,19001.278076345356,19037.6330938618,18833.289544149382,19783.080269346752,22726.420334503106,21573.3395467395,19066.402374677204,19615.85253153319,19342.28508253598,20152.020758526345,18910.97189746444,19850.81048042989,19374.919837841888,19706.51510996486,18738.913112111724,19027.03641866456,20171.185051064178,18763.340922246687,18848.590176483056,19007.161586843926,18689.544275532153,18767.256735265113,18917.170925290226,18847.003879193922,18933.690543774886,18821.289901259737,18704.87381620726,18904.102952963483,18816.025545988505,18859.297063426788,19150.98041695307,18976.96139315074,19028.202244226504,18740.950779369705,18939.231285105314,18999.195172919608,18892.50710019218,19206.793649763287,19066.946606010246,18845.989343499095,18983.202816907986,18875.631701042636,19052.8250236853,18864.710394776674,18880.963751041687,18927.61561090266,19001.704119790997,18713.640111676224
19284.43302385306,19131.919059311433,19094.1969745541,18732.138856301553,19006.609760939667,19264.766584807283,19042.88243758125,18604.949228687896,18706.84571587627,18966.013938043885,18937.31892599992,18865.712657160446,18761.815303904772,18881.629354519388,19256.617470419966,23386.20390135552,20115.76922448651,20467.266505054347,18983.00849064457,20190.995457512225,20428.642826971918,18997.654564851888,19144.70685542959,20141.82545408845,18973.04923138739,19986.217680464768,19021.733702743382,19050.224168970162,19301.738412672345,20157.41507797668,18848.736253848878,19153.704418960544,20115.265667544234,22125.4194408738,18905.134270440787,19111.166490687276,18867.247035906003,19876.143058689315,19434.215681561047,19568.462443413602,18833.109489929593,18824.408332103798,18690.68653976015,18865.78167200661,18959.905069525048,18996.817160071903,19299.692583746568,18973.547885837565,20018.450128506047,21952.196628458292,18735.261598800942,19526.057004990314,19198.576496002683,19910.174853140663,19133.96586271397,19947.016433293727,18600.36979798307,18743.368376429797,18863.826753108915,18926.84295685421,18889.180948393427,18917.06764650669,18714.09333234075,19090.865758650718
18957.176299879888,18881.413464170197,18919.697027159396,18959.102275357724,19504.41520279097,19138.00945759437,18729.0900797717,18884.25955375673,18991.371346494703,18789.23093914128,19283.34760771062,18797.70739059964,18928.88892734167,19126.506698204557,18645.410283479545,18840.19726541482,18932.687461272875,19021.862309800516,18775.75391282736,18874.6390493694,19217.13345390245,18999.018010058626,18988.439678395578,18903.68024596502,18703.05966628492,18837.71547860204,18960.440892789942,18957.57041297662,18729.097206843697,19055.3080991629,19183.35908242286,18802.366752574286,18666.493089099014,18883.122512271093,19083.502060915107,18758.077649559982,19046.20743487532,18749.134180978745,19259.525653872104,19182.611745448397,18687.382775765036,19017.168865342785,18921.028805704755,18409.312295188174,18914.806341102925,18974.42509344509,18895.015380398967,18754.829181968347,18491.52099935286,18990.75241220554,18899.32369877361,19018.105771377508,19128.913835952808,18936.770776105874,18754.56980073739,18572.65846675016,18704.799170542825,18657.334296322835,18778.292369146,18979.966699121822,18796.21352674742,18879.33471919658,19388.418182176087,19134.058854544975
18785.922378450796,18845.22019972401,18447.22058894774,18603.99120425509,19286.257755555387,19116.71333448811,19065.244238149266,18806.102153361033,19093.061290738377,18934.37541832591,18762.505190962773,18405.885698800917,19081.85477914087,18955.223503046494,19097.177922007493,18863.758947103892,18728.642278667503,18987.544611391393,18857.037816061336,18892.422184390467,18828.865457186675,18612.187777554052,18938.18130515467,18743.866741357106,18970.591283900005,18892.331158348545,18780.504384716387,18881.878582346963,18940.85650070105,19025.182694525778,18982.62191248275,19155.042872817347,19147.737461850087,18846.107958370147,19389.787380294114,18999.289918425955,19242.564959163654,18696.50792181961,18710.49556285058,18815.11335953355,18800.704476143026,18934.483325503188,18919.39257486533,19044.107426068604,19086.07353797453,19159.074281528217,18775.884069313197,18395.239759319225,18927.15160211404,18961.34624142095,18532.821530543344,18686.131084625347,18647.22373945105,18980.518865560247,18769.371797908436,19032.364686658664,19063.6762219804,18464.726264188594,19033.834146995483,18879.235505114015,18888.285763706815,18669.206545770267,18571.077994304025,19288.838268258976
19211.951334646055,18703.428487182373,19252.54734948432,18842.73117903781,18909.654726883884,19072.370570449948,19194.253328521154,19013.464939470436,18528.672516046816,18755.327554276104,18904.972899223336,18719.220873269245,19176.31503749923,18625.601325119806,18702.571644762425,18628.877571888843,18710.593991498114,18805.8762816017,18943.117832775002,19034.962735610367,18882.642912172236,19222.16234536721,18820.08001481393,18721.078259096706,19056.492300500704,19169.473425115822,18852.537537095905,19310.435329006472,18980.371190869628,18741.75169528767,19086.718439571745,19187.674724193857,19246.926101370496,18892.224784552334,19112.288429101714,18821.539752298417,18946.939361151777,18890.334635061958,18862.3897029572,19078.927231573845,18758.507387327445,19113.034623562085,19648.476379600343,19017.869585611632,19079.159742406828,18899.118197572006,18825.400457103453,19016.010314449406,18893.111363754615,19018.177421242992,19167.533120481763,19167.13238113105,18666.061302519072,19296.697347458758,18782.01731870749,19007.577050987373,18968.798272807573,18980.129024916994,19185.724257688602,18739.63561949618,18937.397890759865,18630.317217761556,19011.472869697474,18755.38735906065
19176.873762790638,18711.527058350996,19111.668479407774,18970.057539354973,18905.58048278522,18496.21765187635,18749.855355548076,19208.18527297811,18846.85504619593,18802.833112489356,19009.158180193637,18576.32777065341,18961.5320782143,18503.661615260706,18389.2346069664,19307.864858670957,18719.354428020302,19348.733358324753,18848.794841688734,18902.381508804498,19002.105747086996,19063.928550343928,18232.2797447446,18872.49928094744,19056.658149943127,19146.315816656283,18885.4266493406,19099.133720762537,18771.915661673276,18736.44579403594,18924.76784889971,19003.016673782804,18870.833170680096,18633.369770866397,18751.37685647716,19245.660518789686,18789.756527283538,19338.03650373853,19062.62004345282,19012.169488707143,18825.01134571227,18940.998493422678,19008.310431537106,18906.84832333486,19002.79483694767,19043.433363540968,19110.777847626276,18848.43519184068,19456.815880895625,18826.20214043448,18726.405420118896,18604.835856920938,18894.14285760971,19200.25953107887,18558.87501110126,18614.858196223337,19077.681390956957,19078.3100833132,18877.556038540308,18935.799640090827,19088.86564841267,18991.651195309347,18842.08784167665,18981.98039058004
18913.232993773283,18749.32142388375,18851.815320664817,19041.42887701478,18633.53525766869,18810.812602056558,18880.150916767183,19131.677100613975,18764.160751676958,18874.116563759606,18996.46775604543,18945.418501599357,19057.95603295394,19085.705221130138,18921.662120252986,18910.67006344648,18910.576995381874,18882.531663082784,18725.646818814796,18771.672376402745,18840.275398443755,18897.03454852497,18751.215331480857,18945.41347205465,18965.959845930367,18708.472032684895,19009.85841967303,19165.425750873328,19049.899576334934,18973.507876454478,19292.905640058194,18814.57206549828,18930.547736205106,19010.633679516734,19057.039138867964,18891.811417694964,18972.33138020429,18854.286384756477,18782.92336680729,18988.7929505516,18704.024821444953,18827.50313846548,18710.31761887375,18862.81989620867,18897.726835208156,18705.814759929057,18819.936873786803,18729.349080554144,18876.984929831564,18903.79720992826,19061.69172030461,19024.26986518588,18913.19719510838,18691.23625425938,19089.698464432975,18834.92713272958,18685.26154154618,19057.45419556007,19096.946637444296,18905.408376474417,18973.539082327712,18883.9381024474,18964.74045293116,18638.28204354517
19092.052004299905,18877.182611127304,19271.24733413762,19253.487357480288,18780.874510962374,18649.67883378884,18823.500012734898,19105.402240892945,18811.850681358475,18935.17296138584,18842.17985608513,19074.256238197973,18989.931816443423,18795.410846600615,18853.075352845648,18793.80768210055,19045.39213714943,19001.490758989516,18578.620443587566,18844.352937014948,18870.71300561436,19138.547545668687,19204.8593600379,18750.867341520887,19053.639657234165,18892.27837245155,18860.88044249271,19067.46160682432,18976.40050689947,19284.740321742433,18876.798124419514,19117.297392099088,18787.43124592344,18847.476158809048,19088.008903481004,18781.494469304664,18937.468708349374,18665.558678388817,19046.82160167493,18899.878006803163,19206.219840070953,18942.870790879497,18533.29461286242,19117.536438539653,18918.94907408343,18737.26197194311,19318.759963146073,18780.56678561636,18823.302416586706,18891.853904212127,18866.946016047437,18642.874866583596,19013.465612374745,18597.804129540396,18933.817589323444,19138.933757798055,18685.459638005803,19081.535774531058,18907.428029565657,19138.873755013476,18895.58596501521,18933.61408916021,18453.772470570304,19133.791337439026
18970.752873806126,19098.53318520864,18687.7711324161,18783.215228223475,18786.946544981733,19105.73866558199,18984.006476146325,18740.605920058755,18875.73764336771,19082.728197283344,18604.751751246175,19064.037733367157,18861.055784733744,18832.355224375784,18880.25636889567,18710.158591496514,18942.547937179388,18988.783411321325,18774.079875239997,18875.187921957462,19069.72937789764,18894.390029518167,19024.35004450333,19259.186260678554,19078.802855595895,18881.285917425357,18983.655578711263,19044.412884359248,18738.810837238503,18831.101281926956,19029.99151957166,18691.308757986957,19206.98244021206,18828.628034753183,19036.025418295867,18759.23171074216,18995.566210529072,19046.23337612502,19016.173132728072,18881.23381221602,18756.57411579559,18869.63877165214,19008.65949614777,19086.161798820503,18876.53850582088,19172.18406007883,19010.09563473187,18843.44139448645,18994.136050903762,18894.16269869906,18904.08548871712,18967.181902376826,18738.463807665285,18862.37305074609,18836.214993402213,19175.98329799637,18637.069502087532,18863.222692418105,19095.59714292056,19070.101658698823,18818.845485944243,18806.41637719843,18674.06138774905,20487.5553301668
