32868.02350360389,33494.8965841429,33398.07834534629,32510.9451582576,32962.393607019745,32702.79849576935,32872.21623315575,32746.44656847383,33040.75274208712,32892.898777812596,33199.91005954246,32836.73581949232,33078.12347226575,32972.715449702286,33146.72735819493,32547.207771858353,32752.815104982765,31457.598871827013,32816.48542776559,32796.30178627389,33276.69006581009,32923.86430586023,33002.53400188029,32889.59511125039,33548.74302726418,32715.74302726418,32672.33876527734,32614.232528987777,33443.16201817612,33413.638044500156,33049.57254779066,32918.77279849577
33096.60745394831,32388.138369270313,33034.41225189205,32625.393402827358,32872.72711694988,32990.80779665858,32735.71183778381,32583.36170212766,32730.047265457662,32651.552334713695,32514.212623161504,32675.82193345709,32635.53876909896,32626.595459088963,32996.48207910895,32845.54205340568,33027.095530486935,32735.74239611595,32609.331714979293,33111.159788662,32651.60431243753,32995.17606739968,32966.69441667857,32990.934171069544,32747.632586034557,32792.758103669854,33062.225189204626,32773.86234470941,32741.096815650435,32819.77095530487,32583.302870198488,32673.81265172069
32762.422748815166,32726.231911532384,32895.73475513428,32741.926224328596,32832.08909952606,32744.942496050553,33119.67630331754,32012.732859399683,32725.800947867298,32670.87409162717,33153.28230647709,32851.7775671406,32934.80063191153,32717.38830963665,32436.035545023697,32605.5682464455,32646.803949447076,32214.800947867298,32783.13823064771,33036.84660347551,32569.089415481834,32120.22085308057,32690.928436018956,32379.734755134283,32068.479304897315,32485.813902053713,33152.734439178515,32784.24028436019,32983.107266982624,32773.72511848341,32365.033807266984,32713.044233807268
32827.226537216826,33035.69147788565,32182.436893203885,32795.72707659115,32543.90399137001,33157.4099244876,32911.3713592233,33107.74002157497,32982.585490830636,32863.36812297734,33071.19363538296,32994.648058252424,32720.198759439052,32770.97141316073,32573.417745415318,32776.912891046384,33407.49757281553,33357.20334412082,32882.57551240561,33221.25566343042,32840.02966558792,32586.118122977347,32693.60436893204,33056.796116504855,33080.66693635383,32441.744606256743,33208.61866235167,32945.17718446602,32624.41693635383,32666.998651564187,33056.56067961165,33105.14994606257
32861.27984189723,32805.987351778655,33111.64321475626,32984.66798418972,32540.13412384717,32759.292226613965,33251.49828722003,33140.64822134387,32712.658498023717,32278.2930171278,32819.824769433464,32949.012648221345,33321.730171277995,32921.244532279314,33037.64505928854,32778.556258234516,32752.52226613966,33109.96864295125,32479.456653491437,32826.7185770751,32885.27984189723,32979.35862977602,32689.125691699606,32617.785243741764,32358.160737812912,33111.78945981555,33053.739130434784,32429.225032938077,33113.705665349145,33061.43768115942,32606.357048748352,33023.18972332016
32829.658234519105,32134.03768115942,32744.377602108038,32500.15230566535,32587.07114624506,32736.002635046112,32187.666403162057,32610.975230566535,32604.912252964426,32914.299077733864,33160.0187088274,32937.20105401844,32859.244795783925,32805.981027667985,32593.205270092225,32666.69328063241,32287.030566534915,33081.533860342555,32891.170750988145,33008.65665349144,32466.959420289855,32829.490909090906,32545.090382081686,32545.034782608695,32304.355204216074,32798.212911725954,32462.93438735178,32084.209222661397,33340.89143610013,32847.077733860344,32608.06086956522,33035.267720685115
32799.68731797723,32933.09398993911,32475.220545406406,32250.201217897804,33080.65766481334,32537.208366428382,32995.59438707969,32851.43658988615,33395.827376224515,32898.49589621393,32864.24437384168,32735.651575324333,32583.95419645221,33000.608684140854,32310.36166269526,32802.018797987825,32808.21975112523,32463.288588827112,32961.51072279587,32550.325125761185,32982.920307122055,32921.67963992587,33308.91342335186,32652.72862059836,32958.9446650781,32700.601006089488,32965.18268467037,32661.95393169182,32619.319830553348,32491.66163621922,32513.0357426529,32772.481863913155
33018.46234141641,33046.90268186928,32616.57668219046,32935.69005941866,32255.991328087362,32696.39055725068,32923.541512766984,33031.77051549703,32849.15464910872,32558.160912156738,32820.3407740485,32773.44258872652,33064.95792516461,32816.75590171832,32980.61988116268,32669.790428777902,32974.051870884854,32664.454311867674,32719.121567367914,32553.159306246987,32671.065842299664,32834.34061345753,32591.736791392323,32803.22000963546,32324.27380761201,32817.34751886944,33018.176971254215,32858.99694877148,32809.86317648948,32739.204111128955,32722.843102617633,32726.37128633371
32466.434519104085,32700.237417654807,33208.95256916996,33556.732542819496,32431.68484848485,32735.87167325428,32225.266403162055,32885.97259552042,32502.365217391303,32994.37285902503,33028.996837944665,32800.33596837945,33651.95862977602,32293.85533596838,32784.20079051383,32557.02951251647,32766.11251646904,32864.21370223979,32630.404743083003,32729.463768115944,33135.111989459816,32443.292226613965,32866.70197628459,32546.525691699604,33077.59209486166,32960.46482213439,32678.25164690382,32577.82740447958,32469.799472990777,32790.5069828722,32704.969169960474,32953.94071146245
32683.175521982685,32566.58394160584,33193.06976744186,33017.68562213546,32697.520115430318,33396.04074011203,32403.8086912239,32619.98081819725,32386.485656085555,32819.82532676965,32556.563911050755,32657.267017484297,33062.16890171448,32790.370565269055,32605.672551349515,32907.127482600576,32481.004753013072,33087.97300967578,32542.633169241217,32507.822441011715,32716.546257002206,33041.14700390426,32540.40010185028,32064.833984043456,32630.94347309455,32432.71125445595,32511.154303174335,33004.904260736716,32829.10914955016,32574.373790527923,32655.32659989815,32041.62400271601
