19474.880072208547,18870.523420085967,18800.186891947207,18926.89716775965,19147.916600330846,18809.753125668845,20609.06576019416,18993.497150597614,23964.47641313718,18906.416598107808,19035.796303424293,19042.361421407542,19027.167929410487,18887.133990003782,18901.09145847929,18841.107165557518
18968.086554922615,18989.443121330994,18935.69331843562,18921.783436085636,19172.16216450925,20799.438974364894,19565.590925822096,19222.22147344316,19199.355836088365,18817.03486520254,18831.73563452805,18953.877955973858,18926.724114749053,19007.37860627112,18948.513958260894,18884.76071097357
19064.909994624864,18980.78785936112,18869.633737237462,20182.945207809906,19946.85355814406,19691.473792674104,19263.908512962153,19373.16415566878,20103.395911467393,19441.70101562935,18805.644038271097,19063.068279672672,20100.97850428704,19550.70528872949,18783.116869817117,18913.47751011439
18932.797525002356,19077.551694302656,18968.317450820592,18886.827853596278,18906.06137112551,19032.588412786565,18863.928103815786,18947.478451859693,18861.162487258112,19070.63429116805,18755.18403980626,18884.249403201167,18863.217449222073,18845.05835347765,18783.73106167692,19053.401189356813
18675.44314344259,19072.840861337412,18802.974728389134,19003.62890124518,18869.95485636615,18788.961638923844,18881.13304660558,19036.74662159465,19087.900290790545,18877.78192709064,18916.73586680531,18861.91558665108,18782.463422587985,18857.457566555688,18871.683194204285,18853.533036828416
19008.805300203552,19056.641418723688,18739.29873419573,18787.280154422715,18883.03734345883,18915.448893487624,19104.88941965859,19004.33434921748,19013.641883728495,18950.10321221723,19146.401281037597,18955.082230815548,19063.81823670166,18936.303214059615,18968.518537622993,18844.419348046682
18996.724311233404,18841.010824323017,18815.875636916193,18798.596372222364,18963.62006536159,18805.1129286452,19041.811941591128,18867.811126272096,18880.45198189972,19054.252776628986,18923.92135504311,19003.536122442914,18904.114891195808,18844.685952426546,18984.428372341416,18973.2362093978
18890.79866520052,18866.11342628234,18901.68074434472,18997.80940727857,18822.33496312465,18862.0624015652,18957.923164845524,19043.074293881637,18970.600165264674,18899.612463174482,18781.000291214106,18787.390940525805,18971.55686999849,18876.550849912877,18940.944668781252,18872.84622935088
19128.359348439022,18845.884673374057,18925.134163088103,18856.770524791693,18884.699039418054,18991.29189030136,18985.064848500155,19059.950667700727,18882.373780187514,18894.717690124013,18953.893363593328,18941.42265534244,18805.818507022894,18933.423269561335,18955.39027072563,18856.836681959085
18890.342205220153,18907.735273128266,18909.322434904527,18821.468480814172,18896.62929453995,19066.22337705699,18993.322783887903,18836.85164486954,18954.421278878075,18984.16455781545,18940.454460084617,18981.10576848084,18943.30235574581,18903.846733126746,18916.272318585718,19292.709873972355
18954.586907575933,18942.55509836285,18903.935465686558,18959.961727268834,18913.335384450154,18759.617754198956,19033.80961203787,18955.685083149776,18784.58211717167,19008.26226220048,18998.985979516365,18943.64683615716,18756.42985344474,18873.749209564918,18865.615759526976,18962.31191898002
18972.642856942402,18850.454827728336,19089.63825502703,19026.77729586784,18938.638863812048,19042.78519627818,18996.752657010824,18804.324555523755,19033.342507208414,19084.008711257244,18842.282590172843,18965.729247580846,18715.79518390685,18920.408907747566,19059.459699813975,18795.3566889551
