33181.46004387339,32954.51175180194,32832.59605139455,32809.33140081479,32966.82575994986,33018.32293951739,33025.41946098402,32846.967565026636,32105.206988404887,32806.393607019745,33100.27718583516,32946.06455656534,33132.24302726418,32643.28564713256,33428.40003133814,32984.17267314321
32743.56343256943,32827.61133718855,32932.94724066538,32655.34075819233,32694.294424216463,32594.627471978296,32631.441921896196,32926.06489612337,32879.95073891625,32861.219961447845,32821.45063182694,32977.7864639109,32772.947597629754,32904.67551938316,32787.76497465553,32633.779181837654
32746.391043361506,32818.46481320591,32788.266408656506,32564.970934365374,32695.835558012794,33011.69062475318,32814.11965879473,32519.08293183793,32437.904667877734,32904.702630124004,32347.666140115314,32546.79180159545,32267.133243819604,32967.38022273122,32884.57412526657,32528.246505015402
32927.3293784549,32487.200755022248,32861.02763920723,33006.45395712552,32909.44842928408,33049.117432924366,32748.158150195497,32663.217877848187,33394.47067547526,33034.91222866388,32715.402723473104,32888.02615612782,32747.62720776594,33077.419441822836,32652.93029526763,33083.12660105164
32833.63359683794,33048.15559947299,32649.713175230565,33196.07325428195,32495.475757575758,32884.418708827405,33121.487351778655,32908.10065876153,32931.24545454545,32653.087615283268,32932.31923583663,32653.455467720683,32734.97509881423,32741.48208168643,33087.57167325428,32814.773386034256
32481.84795783926,32622.264953886694,32661.536890645588,32399.320816864296,32759.605665349143,33048.609881422926,32832.612911725955,32629.94927536232,32684.282213438735,32949.91370223979,32648.225164690382,32545.062582345192,32551.284057971014,32273.571805006588,33093.98458498024,32821.66429512516
32862.308669755126,32367.45215089345,32816.230575777634,32915.74665784249,33145.27981469226,32810.71065519524,32773.161085373926,32576.27240238253,32641.454930509597,32739.111714096623,32943.14877564527,32993.38173395103,32821.14017207148,32806.57749834547,32570.882991396425,32627.958835208472
33032.682511642844,32776.133370804564,32476.19094266902,32977.65601413201,32703.65778063273,32796.891681387504,32940.856913441465,32825.20515497029,32819.25309137627,32636.14043680745,32752.703227878592,32697.47840051389,32570.810663240725,32938.58696001285,32774.53364380922,32724.60719447567
32583.335968379448,33382.84255599473,32583.778260869567,32555.61949934124,32748.36903820817,32914.66640316205,32972.9069828722,32670.61515151515,32815.16310935441,32679.934255599474,32789.202108036894,32706.613833992094,33019.028458498025,32628.0395256917,32630.15322793149,32829.45494071146
32625.696002715777,33102.91861155903,33046.72884664347,32511.992616481373,32601.463803785115,32614.07621149113,32922.97165407791,32752.702707290166,32776.62055503692,32541.51862853263,32876.05134515828,32301.508359500975,32528.35033522872,32767.40278367139,32693.29763218196,32316.667741661717
